ilpn,ilpn_status,ASN,PO,SKU,qty,length,hieght,width,Current_location,Found_location,ASN_status
6.7701E+13,In transit,120045234,4056793,10748216,11,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045237,4038105,12741047,86,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045271,5038144,354877,38,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045238,4038111,12741067,94,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038132,354845,15,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038130,354835,33,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038149,354889,44,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045239,4038113,12741074,85,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038130,354836,8,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045258,4038134,354853,12,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045259,4038140,354866,59,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045270,5038141,354869,12,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038150,354890,37,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045238,4038110,12741065,2,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045240,4038119,12741097,84,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045259,4038140,354865,16,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045237,4038106,12741053,67,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038127,354825,55,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045238,4038112,12741071,83,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038153,354897,84,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045255,4038123,354813,58,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045235,4056796,10748227,69,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038140,354868,60,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038150,354890,43,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045273,5038153,354897,14,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045257,4038129,354834,95,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045239,4038114,12741078,7,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045239,4038115,12741082,27,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045255,4038122,354810,84,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045238,4038110,12741066,91,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045234,4056793,10748213,27,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045238,4038109,12741062,39,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038142,354874,51,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045240,4038119,12741098,87,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038132,354846,8,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038142,354873,91,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045239,4038114,12741079,27,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045240,4038119,12741097,94,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045234,4056793,10748213,0,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045236,4038102,10741038,13,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038128,354858,71,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038151,354892,48,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045257,4038132,354844,39,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045237,4038107,12741055,42,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045232,4056764,10743934,84,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045236,4038103,12741040,33,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045232,4056765,10743939,2,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038149,354888,48,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045240,4038119,12741098,68,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038153,354897,5,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045238,4038110,12741065,70,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045236,4038102,10741038,97,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038126,354821,52,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038149,354889,96,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038151,354892,58,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045256,4038127,354822,66,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038142,354872,61,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045270,5038142,354874,14,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045236,4038104,12741045,25,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038127,354823,98,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038152,354894,60,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045270,5038140,354867,1,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045236,4038102,10741038,71,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045232,4056764,10743934,57,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045239,4038116,12741086,11,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045236,4038103,10741039,23,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038125,354816,87,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045237,4038108,12741058,94,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045231,4056769,11750505,33,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045234,4056792,10748212,38,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038153,354897,55,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038151,354892,77,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038149,354888,18,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045240,4038119,12741097,76,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045240,4038117,12741090,91,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038153,354896,49,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045231,4056768,11750507,78,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045271,5038147,354883,16,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045233,4056760,10748201,29,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045259,4038137,354859,24,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045237,4038107,12741055,75,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038132,354846,21,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045234,4056793,10748213,40,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045231,4056768,11750507,73,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038151,354892,72,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045273,5038153,354896,39,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045233,4056761,10748097,63,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045238,4038112,12741070,41,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045231,4056768,11750506,75,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038126,354821,44,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045273,5038152,354895,39,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045231,4056768,11750508,29,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045256,4038125,354814,1,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038143,354875,86,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045257,4038129,354830,2,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045234,4056792,10748211,47,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045240,4038118,12741091,12,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045271,5038144,354877,1,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045259,4038137,354860,27,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045239,4038114,12741079,16,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038130,354835,4,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045236,4038101,10741035,84,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038143,354876,1,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045256,4038127,354823,65,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045237,4038107,12741054,80,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045258,4038134,354853,92,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045258,4038133,354849,81,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045259,4038139,354864,32,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045233,4056761,10748098,23,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038140,354868,46,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045259,4038138,354861,32,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038151,354893,86,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038150,354891,85,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045234,4056793,10748215,59,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045258,4038135,354854,88,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045272,5038151,354892,98,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045238,4038109,12741060,2,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045270,5038142,354872,22,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045240,4038118,12741093,14,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045235,4056796,10748226,29,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045238,4038110,12741064,51,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045259,4038138,354861,57,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045233,4056761,10748099,16,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045257,4038129,354830,99,0,0,0,Unknown,CUBIST,Receiving started
6.7701E+13,In transit,120045271,5038146,354882,71,0,0,0,Unknown,CUBIST,Receiving Started
6.7701E+13,In transit,120045272,5038148,354885,20,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045240,4038118,12741094,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.7701E+13,In transit,120045273,5038152,354894,0,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045271,5038146,354882,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.7701E+13,In transit,120045270,5038141,354871,19,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045256,4038128,354858,68,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045239,4038116,12741084,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045272,5038150,354890,80,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045256,4038128,354857,46,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045258,4038134,354852,0,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.7701E+13,In transit,120045231,4056769,11750501,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045272,5038150,354890,9,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045256,4038127,354824,34,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.7701E+13,In transit,120045273,5038152,354895,71,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045257,4038130,354837,99,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.7701E+13,In transit,120045272,5038151,354893,31,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.7701E+13,In transit,120045258,4038133,354849,56,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045231,4056769,11750502,4,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.7701E+13,In transit,120045239,4038114,12741079,41,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045259,4038140,354865,76,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045259,4038137,354860,8,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045271,5038147,354883,70,12.6,3.8,5.2,Unknown,PUTLANE,Receiving Started
6.7701E+13,In transit,120045234,4056792,10748212,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.7701E+13,In transit,120045256,4038125,354814,88,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.7701E+13,In transit,120045258,4038133,354849,58,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.7701E+13,In transit,120045271,5038145,354879,83,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045259,4038138,354861,80,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045273,5038153,354896,10,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045271,5038146,354882,61,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.7701E+13,In transit,120045271,5038145,354880,16,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.7701E+13,In transit,120045270,5038141,354869,94,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.7701E+13,In transit,120045273,5038152,354895,68,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.7701E+13,In transit,120045273,5038152,354895,64,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045270,5038141,354870,10,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77011E+13,In transit,120045271,5038146,354881,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045238,4038110,12741065,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045238,4038112,12741071,36,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045271,5038145,354879,26,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045272,5038151,354893,55,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045271,5038145,354879,78,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045238,4038111,12741067,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045236,4038104,12741045,3,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045259,4038137,354859,19,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77011E+13,In transit,120045234,4056792,10748211,33,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045270,5038140,354868,69,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045259,4038137,354859,60,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045231,4056768,11750507,80,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045273,5038152,354894,85,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045259,4038140,354865,6,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77011E+13,In transit,120045259,4038137,354859,26,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045235,4056796,10748227,82,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045256,4038126,354818,44,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045234,4056792,10748210,5,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045240,4038119,12741097,33,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045273,5038152,354894,85,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045238,4038112,12741070,31,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045273,5038152,354894,68,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045271,5038146,354882,57,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045238,4038112,12741072,23,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045240,4038118,12741091,39,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045259,4038138,354862,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045238,4038110,12741066,37,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045238,4038112,12741073,38,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045258,4038135,354854,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045258,4038133,354848,9,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045259,4038137,354859,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045259,4038137,354859,17,5.2,2.3,3.2,Unknown,ONPALLET,Receiving Started
6.77011E+13,In transit,120045231,4056769,11750521,52,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045240,4038118,12741091,86,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045273,5038152,354895,71,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045271,5038144,354878,32,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045257,4038131,354842,23,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045256,4038126,354820,62,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045273,5038153,354897,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045271,5038147,354883,79,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045238,4038111,12741068,29,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045257,4038129,354833,90,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045271,5038145,354879,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045271,5038144,354878,68,8.1,4.2,5.9,Unknown,MULTIST,Receiving Started
6.77011E+13,In transit,120045256,4038128,354829,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045257,4038130,354836,23,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045240,4038117,12741090,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045257,4038129,354831,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045231,4056768,11750506,50,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045259,4038137,354860,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045231,4056769,11750501,84,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045237,4038107,12741055,67,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045237,4038105,12741050,66,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045272,5038151,354893,76,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045271,5038145,354879,93,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045273,5038152,354894,89,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045240,4038118,12741092,75,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045273,5038153,354896,96,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045235,4056797,10748228,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045236,4038103,10741039,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving started
6.77011E+13,In transit,120045273,5038152,354894,92,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045272,5038150,354890,74,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045237,4038105,12741049,45,8.1,4.2,5.9,Unknown,MULTIST,Receiving started
6.77011E+13,In transit,120045270,5038142,354874,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045258,4038133,354851,20,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045240,4038117,12741088,1,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045257,4038130,354838,38,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
6.77011E+13,In transit,120045239,4038113,12741074,1,5.2,2.3,3.2,Unknown,ONPALLET,Receiving started
6.77011E+13,In transit,120045272,5038150,354891,88,9.6,5.4,7.6,Unknown,INLOAD,Receiving Started
6.77011E+13,In transit,120045271,5038145,354880,29,7.6,3.4,5.3,Unknown,PUTLANE,Receiving Started
6.77011E+13,In transit,120045236,4038102,10741038,25,7.6,3.4,5.3,Unknown,PUTLANE,Receiving started
